P01901859A0000|0 59|UDP-Gal:Gal beta 1----4GlcNAc alpha 1----3-galactosyltransferase
P02468795A1086|5 28|prostatic acid phosphatase
P09165035A0842|5 23|alkaline phosphatase
P07174122A0000|5 18|creatine kinase
P02991060A0465|5 17|IgG antibodies
P09510925A0389|5 15|haemoglobin
P09539421A0970|5 15|Sir proteins
P09000632A2341|5 14|p51 subunit
P01469042A0355|5 14|CENP-B gene
P09083291A1378|5 13|TGF-beta1
P00993176A0066|5 13|myoglobin
P09451003A0894|5 12|Esigma54
P10430890A1059|5 12|elongin C
P00877857A0763|5 11|amylase
P10556063A0092|5 11|kinases
P10640683A0204|5 11|NeuroD2
P00984209A0614|5 11|gastrin
P11106667A1061|5 11|Pet111p
P10710742T0000|5 10|leptin
P10376873A0706|5 10|sgRNA2
P11203702A1307|5 10|Xlim-1
P08723883A0823|5 10|GSH-Px
P01708098A0922|5 10|avidin
P07687541A0992|5 9|RCC1p
P09346935A0927|5 9|ZNF74
P09645576A0148|5 9|GBV-C
P09712898A0911|5 9|TRAF2
P01459451A0478|5 8|VP16
P11560992A1184|5 8|MKK7
P00232354A0286|5 8|ACTH
P10662550A0679|5 8|SOX8
P10086725A0000|5 8|EVI1
P08035833A1556|5 8|YMIP
P09389666A0538|5 7|Hex
P06946314T0000|5 7|IgE
P11560992A0651|5 7|JNK
P01518849A0165|5 7|PR3
P00369397A0280|5 7|FSH
P09389669A1009|5 7|dpp
P09393706A1171|5 7|Fis
P01695098A1116|5 7|IgG
P10851089A1248|5 7|SAG
P09400613A1209|5 7|GST
P09331864A0848|5 6|E2
P08575609A0526|5 5|D
P08139004A0278|5 5|U
P11374559A0103|5 5|p
P09712919A0307|5 5|s
P10390538T0000|6 37|Raf-responsive zinc-finger protein
P10480937A0000|6 35|Drosophila A kinase anchor protein
P02417023T0001|6 24|superoxide dismutase
P08542026A0792|6 21|70 kD glycoprotein
P08795304T0000|6 19|thrombomodulin
P11376165T0000|6 19|Cre recombinase
P09822647A0000|6 18|aldolase C gene
P09494078A1362|6 18|5HT5A receptor
P03687313A0000|6 16|glucosidase
P00601401A0181|6 15|hemoglobin
P08288606A0240|6 15|polymerase
P06851280A0144|6 15|fibrinogen
P01653238A1715|6 14|TGF-beta 1
P10447597A1004|6 14|psbA-4 ORF
P01993656A1860|6 13|ARF cDNAs
P10858988A0786|6 13|tryptase
P03937294A0404|6 13|secretin
P02789217A1323|6 12|IL6 mRNA
P03006066A0653|6 12|P135gag
P03073091A0338|6 12|insulin
P09352016A1110|6 12|AF G-CSF
P09560221A0282|6 11|cak1At
P09287036A0457|6 11|leptin
P07937965T0000|6 10|c-myc
P10207087A0956|6 10|AML1B
P01695322A0000|6 10|int-1
P09278475A0465|6 10|scs32
P11220486A0686|6 10|IL-12
P02179815A0582|6 9|p59v
P10871379A0261|6 9|VP16
P10817754T0000|6 9|Igf2
P10846069T0000|6 9|NH(2
P10682570A0453|6 8|SOD
P07730337A1439|6 8|RC3
P09877417A0704|6 8|CCK
P10053852T0000|6 7|g2
P01657415A0837|6 7|K1
P07745693A0914|6 6|s
P07276210T0000|7 32|serum immunoreactive trypsin
P04810131T0000|7 32|Aryl hydrocarbon hydroxylase
P08283292A0779|7 28|LDL and liver cholesterol
P08808927A0417|7 28|HindIII genomic fragment
P07516469A1025|7 28|Src SH3-binding proteins
P10873388A0623|7 23|human Rhotekin cDNA
P07590268A0740|7 22|MAPKAPK-2 message
P08048916A0000|7 22|insulin receptors
P08665853A0228|7 19|interleukin-3
P02154602A0092|7 18|human homolog
P08569680A0636|7 17|areA product
P07601827A0778|7 17|lacZ fusions
P09220177A0564|7 17|MB isoenzyme
P10602502A0422|7 16|Tob protein
P00465681A0000|7 16|hemoglobin
P00598012A0174|7 15|prolactin
P11080796A1277|7 14|IKKgamma
P10660604A0748|7 13|CARbeta
P11462952A1040|7 13|gastrin
P09442072A0716|7 12|DNase I
P07816049A0686|7 12|Athyp1
P08918810A0967|7 12|DNase I
P02555177A0488|7 11|pet54
P09800187A0100|7 11|Trp53
P08138180A0593|7 11|spt10
P11278290A1220|7 11|Smad2
P09524229A0000|7 11|lac-1
P10471746A1102|7 10|MyoD
P08510647A1347|7 10|Beg1
P00199012T0000|7 10|ACTH
P09020169A0552|7 10|SIM2
P09736697A1107|7 10|ERKs
P10721717A0676|7 10|FGD1
P11114924A0808|7 10|ccdA
P08325504A0226|7 10|RD19
P07559555A0557|7 9|ERM
P10490662A0819|7 9|SPT
P10438950A0580|7 9|TNF
P09806919A0447|7 9|usp
P09388201A1027|7 8|PD
P08630583A1056|7 8|Hb
P09261178T0000|8 47|extracellular signal-regulated kinase 2 gene
P08618433A0000|8 42|hematopoietic growth factor FLT3 ligand
P07880442A0236|8 41|PKC beta transcription initiation site
P08666913A0000|8 40|family type II transmembrane proteins
P07559510A0000|8 38|Micrococcus luteus UV endonuclease
P10690702A0065|8 38|Acetylcholine receptor antibodies
P08663326A0000|8 37|sigma54-dependent DmpR activator
P06084864T0001|8 32|maternal alpha fetoproteins
P09159183A0119|8 31|ocs element binding factors
P07798217T0095|8 31|glycogen synthase kinase-3
P09169853A0000|8 30|paired-type homeobox gene
P10350454A0000|8 29|adenine-DNA glycosylase
P02194273A0913|8 27|hyperimmune globulins
P04321861T0001|8 27|glutathione reductase
P10648020A0151|8 26|Von Willebrand factor
P01849734A1063|8 25|PR55 beta transcript
P09689919A1192|8 21|bovine PEDF cDNA
P09220158A0537|8 20|62-kDa protein
P11167778T0000|8 19|antithrombin
P11543662A0562|8 19|gstC' mutants
P01557411A1282|8 19|human D1A gene
P08319907A0754|8 19|rap1t alleles
P08534848A0188b|8 17|NR isoforms
P01265887T0001|8 17|factor VIII
P03582982A0000|8 17|human genes
P08534848A0188a|8 17|NR isoforms
P11773921A0397|8 17|P-selectin
P08428952A0399|8 16|L-plastin
P01742879A0471|8 16|Plasma AVP
P10370778A0000|8 16|aromatase
P09328349A1679|8 15|CCAAT box
P10903837A1208|8 15|RINX gene
P03545955A1378|8 14|insulin
P11062257A0977|8 13|class C
P02196176A0749|8 13|TREB36
P02832293T0000|8 13|CRF-41
P03016301A0605|8 12|v-myc
P09032248A0239|8 12|Pho85
P10483945A0641|8 12|CK-MB
P07891708A0690|8 12|HNF-4
P11358962A0344|8 12|Foxp2
P11285235A0466|8 12|TRPS1
P10518502T0000|8 12|nos-2
P07616563A0532|8 11|CarP
P09753775A0734|8 11|ICK1
P07780738A0091|8 11|Cdks
P09705352A0879|8 11|Hsk1
P07546294A0000|8 11|UBC2
P07557091A0314|8 11|rHb1
P08021177A0000|8 11|entD
P08094464A0869|8 11|tyrA
P02342477A1292|8 11|UfAP
P11034547A0674|8 11|Arix
P08497280T0000|8 11|SWI6
P08583783A0870|8 10|ANP
P08997532A0116|8 10|IgG
P06972179A0556|8 10|IgE
P10727428A0000|8 10|MAP
P09077076A0219|8 10|CRP
P07283110A0000|8 9|B1
P02424743A0280|8 9|P2
P08950144A0172|8 9|P3
P09086268A0611|8 9|P7
P06775834A0000|8 8|B
P08065365A0000|9 45|U2 small nuclear ribonucleoprotein (snRNP
P07524265T0000|9 43|granulocyte-colony stimulating factor
P08331728A0686|9 39|U2 small nuclear ribonucleoprotein
P05792911T0000|9 31|beta-adrenergic receptor
P07616056A0278|9 30|gamma 2b heavy chain genes
P01734570T0000|9 29|thromboxane synthetase
P01457695T0000a|9 27|beta 2-microglobulin
P01457695T0000b|9 27|beta 2-microglobulin
P01832197T0001|9 26|D2 dopamine receptor
P09681822A0520|9 26|c-erbB3 transcripts
P11198289T0000|9 26|serum ceruloplasmin
P09111059A0327|9 25|MAR-binding domain
P10350638A0000|9 25|carboxypeptidase A
P02485188A0415|9 24|chondroitinase AC
P02862656T0000|9 24|dopamine receptor
P11054571A0230|9 23|human teneurin-1
P02781495T0001|9 23|xanthine oxidase
P08625806A0263|9 22|zinc finger gene
P11168446T0000|9 22|erythropoietin
P09794414T0000|9 22|protein kinase C
P08754840A0793|9 22|glucan synthase
P04423347T0001|9 21|ceruloplasmin
P07720710A0861|9 20|HMG2 proteins
P10926776A0731|9 20|PDP1 isoforms
P08301841A0000|9 20|GSH-Px enzyme
P06875478A0542|9 19|thyrotropin
P01762914A1218|9 19|uPA promoter
P09343433A0360|9 18|rad6-delta
P02844767A0596|9 18|petBD genes
P08406497A0000|9 17|fibrillin
P09473040A1303a|9 16|alcR gene
P09473040A1303b|9 16|alcR gene
P08190633A0273|9 16|AP-2 mRNA
P10639585A0157|9 15|MPO gene
P09738693T0000|9 15|rhG-CSF
P10660676A0000|9 15|cyclops
P06784123A0771|9 14|C mu RNA
P09417108A0000|9 14|Htf9-a
P08770021T0000|9 13|PTHRP
P07713936A0393|9 13|meAda
P06748227A0423|9 13|Case 2
P08980522A0280|9 12|cpm7
P09519828A0809|9 12|VP16
P01504853A0299|9 12|LHRH
P10455189A0104|9 12|HEF1
P09858577A1186|9 12|SKO1
P11040219A0548|9 12|NusA
P09763446A1234|9 11|GAP
P01779769A0000|9 9|c
P08662499A0484|9 9|F
P11441952A0414|9 9|D
P08126096A1071|9 9|A
P09703021A0000|10 43|arylalkylamine N-acetyltransferases
P11145566A0000|10 40|high-density lipoprotein receptor
P01333035T0000|10 39|cAMP receptor protein contact site
P08446579A0784|10 34|transcription factor Gal-ER
P05425195T0001|10 34|aspartate aminotransferase
P09917555T0001|10 34|hematopoietic growth factor
P03190481A0292|10 31|alpha-naphthyl esterase
P07579683A0660|10 31|hGMR beta subunit mutants
P01577819A0709|10 29|PRP-precursor alleles
P10488087A0340|10 27|TTF-1-binding sites
P09735368A0636|10 25|wild-type m8 3' UTR
P08825639A0827|10 25|Alu repeat element
P10910073A0876|10 25|PDGFbetaR fusions
P00812183T0000|10 23|transfer factor
P09359844A0674|10 23|HSL transcripts
P04088733T0001|10 23|acid hydrolases
P02126504A0602|10 22|Rh-antibodies
P07730273A1309|10 21|NarQ proteins
P09514260A1083|10 21|small inteins
P11112700A1936|10 20|desmoplakin
P10585453A1029|10 19|Pit-1 sites
P01717994T0000|10 18|human cDNA
P08206848A0296|10 18|pyrP genes
P09780336A0771|10 17|Msy2 mRNA
P02368931A0587|10 17|serum IgE
P11800586A1090|10 17|DPPD gene
P00715753A0241|10 14|CK-MB
P09824158A1336|10 14|BCL-6
P07744846A1006|10 14|Bcl-2
P10438607A0330|10 14|SEBPs
P09858599A0392|10 14|HOXA9
P08290278A0374|10 13|Mxi1
P10564479A0384|10 13|fdsR
P11121043A0074|10 13|BMPs
P02162467A0311|10 13|cytR
P09121433A0463|10 13|Rlm1
P02000093A0794|10 13|La-O
P08383622T0000|10 13|GABP
P11319880A1108|10 13|FRAP
P08955189A1198|10 13|NheI
P10477748A1076|10 13|p193
P03360948A0477|10 12|CAP
P08099443A0359|10 12|HRI
P11195401A1030|10 12|AVP
P11172610A0508|10 12|p73
P02776742A0000|10 11|HR
P07483285A0322|10 11|E6
P07633756A0690|10 10|c
P02149566A0478|10 10|P
P02370571A0663|10 10|s
P10433729A1559|10 10|K
P09813254A0000|11 44|5'-oligoadenylate (2-5A) synthetases
P11418130A0499|11 33|homologous loxP sequences
P10861086A0904|11 32|c-Src-derived construct
P00027967A0207|11 31|secretory HI antibodies
P04843031T0000|11 31|galactosyltransferase
P07653812T0000|11 30|acetyl cholinesterase
P02498322A0226|11 30|DNA-protein complexes
P01692135A0783|11 29|rtFc gamma R alpha cDNA
P09613574A0905|11 28|recombinant protein
P02850967T0000|11 27|proto-oncogene fos
P08784787A0383|11 26|thrombin receptor
P02062116A0688|11 26|monoamine oxidase
P01933614A0406|11 26|salmon calcitonin
P08980533A1160|11 26|C-terminal region
P03033283A0837|11 25|NF1-binding loci
P11473254A0000|11 25|DNA endonuclease
P08189503A0000|11 25|full-length cDNA
P02484994T0001|11 24|gamma globulins
P07784942T0001|11 24|thrombomodulin
P03552363A0568|11 22|serum insulin
P11157774A0789|11 22|dSLBP alleles
P01377962A1012|11 21|tobacco GS-2
P00528144T0000|11 21|transferrin
P08934540A0673|11 21|nm23-H2 gene
P09351242A0719|11 21|AtP5CS1 mRNA
P09599102A1191|11 21|Mac1p mutant
P10825294A0473|11 20|OC promoter
P01525153A0359|11 19|d(T2AG3T)
P10702241A0357|11 19|a1 isoform
P01377818A0468|11 19|C/EBP beta
P02644735A0427|11 19|AcFP875-2
P11157784A0141|11 19|DGCR6 gene
P09515858A0000|11 19|Defensins
P00393598A0198|11 19|endotoxin
P09879766A0402|11 19|E1A region
P08892755A0186|11 18|carp JAK1
P10653359A1297|11 18|4D1-D2.1
P09071407T0000|11 18|oxytocin
P10406464A0687|11 18|mTRAP100
P09005979A0841|11 18|GHBP mRNA
P09618150A1464|11 17|insulin
P09726987T0000|11 17|TAFII31
P11162666A0442|11 17|insulin
P10428759A0743|11 17|insulin
P08454858A0285|11 17|Ig-beta
P07768824A0167|11 17|fla gene
P07776979A0702|11 17|COUP-TF
P11381094A0797|11 17|stonin 2
P11243336A0000|11 17|MD-55-2
P09003312A0740|11 17|AT-PHH1
P09020172A0964|11 16|qTBP42
P11340516A0509|11 16|ADAL-2
P01389362T0000|11 16|dentin
P10567582A1334|11 15|CtBP1
P11003641A0811|11 15|Fcp1p
P07607197A1048|11 15|renin
P09557708A1426|11 15|actin
P06287231A0914|11 14|TRP1
P07883168A0090|11 14|UPF1
P11006283A1180|11 14|AROM
P10563836A1234|11 14|AP-2
P11836303A0518|11 14|IL-6
P07916689A0312|11 14|POT1
P10589711A1228|11 14|narZ
P10773351A0672|11 14|CD86
P07525843A0859|11 14|H-2b
P09852136A0507|11 14|p190
P02838710A0299|11 13|NPY
P10049359A1073|11 13|unr
P09523478A0572|11 13|IgM
P09368058A0969|11 13|CAK
P09104816A0610|11 13|Vpu
P07937132A0819|11 13|U21
P07540773A0576|11 13|NSE
P03862898A0563|11 13|IgE
P08230418A0812|11 13|nef
P10993787A0369|11 13|MAP
P11083358A1071|11 13|SPT
P08083011A0584|11 11|R
P10788480T0000|12 61|mitochondrial single-stranded DNA-binding protein gene
P10049775T0000|12 54|human Voltage-Dependent Anion Channel isoforms 1
P01347476T0000|12 54|mouse ornithine decarboxylase-related sequence
P08114702A0000|12 50|myocyte-specific enhancer-binding factor 2
P10050883A0967|12 39|phosphatidylinositol-3 kinase
P09512550T0000|12 35|apolipoprotein AI enhancer
P11432748T0000|12 32|laminin beta2 chain gene
P06735247A0803|12 31|plasma enteroglucagon
P10358080T0000|12 31|human heat shock factor
P08864061A0000|12 30|thymidine kinase gene
P03110678A0702|12 30|beta 2-microglobulin
P08662928T0000|12 29|interleukin (IL)-10
P02427869A0939|12 29|beta 2 -adrenoceptor
P10532805A0792|12 28|nerve growth factor
P03692331A0000|12 28|beta-adrenoceptor
P08030243A1011|12 27|NS35-specific RNA
P09726991T0000|12 27|DNA binding domain
P08105727A0099|12 27|dopamine receptor
P07623821T0000|12 26|Gax homeobox gene
P01309815A0972|12 25|scr1-1 mutation
P07876191A0808|12 25|class IV ADH mRNA
P09460171T0000|12 25|thyroid hormone
P08194139A0498|12 25|Serum prolactin
P08276851A0347|12 24|Pay4p sequence
P10873158A0000|12 24|nuclear factor
P09228202A0581|12 24|5-HT3 receptor
P10406843A1265|12 24|GlcNAc-TI mRNA
P08395004A0141|12 24|spt2 mutations
P10329586A0414|12 22|fibronectin
P11056019A0926|12 22|glycosylase
P02324104A0516|12 20|C subunits
P07753027A0240|12 20|psbB-psbT
P10681562A0263|12 20|PPARgamma
P11145563A0303|12 19|SREBP-1a
P10805286A0914|12 18|PCI mRNA
P09771967A1052|12 18|LB1 gene
P06784123A0286|12 18|C mu RNAs
P09539746A0781|12 17|Bcl-XL
P09712859A1110|12 17|NF-ATp
P09837824A0419|12 17|telSMN
P01850105A1093|12 16|c-myc
P09525891T0000|12 16|meis1
P08649773A1374|12 16|BCL-6
P09434160A2078|12 16|PTPRO
P07821790A1084|12 16|UCRBP
P02833012A0428|12 16|L mRNA
P09915798A1077|12 16|hsp90
P09501982A1178|12 16|XCoe2
P10891286A0000|12 16|titin
P09864141A0528|12 16|Stat3
P07624119A0528|12 15|PAX3
P09238850A0785|12 15|ICER
P11114521A0282|12 15|RhoA
P11525640A0560|12 15|JNK1
P02123295A0645|12 15|ARF2
P11439343A0785|12 15|MPc3
P08951815A0465|12 15|ASN1
P09199318A1147|12 15|p150
P08264579A1209|12 15|PTR2
P07700361A0125|12 14|SH2
P11462004A0886|12 14|Vp1
P08164684A1266|12 14|RXR
P02204810A1080|12 14|GA2
P02372712A0002|12 14|tap
P11103472A0802|12 14|ADD
P10422291A0572|12 14|IgA
P10972990A0526|12 14|p53
P08343216A0883|12 14|IgG
P00837811A0675|12 13|MS
P11743612A1179|12 13|CF
P07491111A0221|12 13|GR
P09093867T0000|12 13|Ac
P08570615T0000|12 13|RB
P09011745T0000|13 86|chick brain alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptors
P07914700A0000|13 48|RNA-dependent eIF-2 alpha protein kinase
P01982997A1104|13 46|immediate-early transcription factor
P07896852T0000|13 42|early growth response factor Egr-1
P07594592A0755|13 41|NF-IL6 beta leucine zipper domain
P11083868A0386|13 36|glutathione S-transferase
P01327758A0000|13 34|bovine papillomavirus-1
P08519862T0001|13 33|anti-HCV IgM antibodies
P08497259A0452|13 32|SUP4A53T61 transcript
P01400401A0065|13 32|AMP deaminase variants
P09668098A0868|13 31|human FGF-BP promoter
P10079173A0000|13 29|Elav-like proteins
P08386280T0000|13 29|C/EBP binding sites
P10446910A0147|13 28|E2F1 gene promoter
P06810694A0328|13 27|HDL-cholesterol
P01899846A0862|13 26|rbcL-rbcS locus
P09891092A1000|13 26|Sm-binding site
P07478525A1177|13 25|MHBst proteins
P06328012A0549|13 23|EBNA protein
P07779811A0901|13 22|Sp1 element
P08120019A1500|13 22|Hm1 mutants
P10224257A0079|13 22|her-1 mRNAs
P02830282A0155|13 21|A1 protein
P11160307A0394|13 21|wH22xeGFP
P09105530A0000|13 20|lysozyme
P08432696A1117|13 20|apeA gene
P02324104A0929|13 20|C subunit
P07846163A0422|13 20|GRF genes
P08375651T0000|13 20|clathrin
P09759865A0673|13 20|IL-1beta
P08550462A0815|13 19|dra gene
P03682805A0375|13 19|albumin
P09514156A1147|13 18|DNase I
P10350484A0346|13 18|kinase
P11134351A1405|13 18|MIP-2A
P01353478T0000|13 17|H-2Eb
P03097643A1357|13 17|c gene
P01429836A1205|13 17|Vps1p
P10518496A0952|13 17|vHnf1
P07888788A1010|13 17|type I
P09862343A0225|13 17|gp200
P03280807A1447|13 17|suf12
P02998016A0527|13 17|v-mil
P01423454A0309|13 16|ANCA
P11149472A1257|13 16|NMP4
P10022867A1069b|13 16|ETH1
P10722661A0406|13 16|CYC2
P09407031A0557|13 16|Crb2
P08356792A1275|13 16|p21X
P09918715A1158|13 16|MotA
P01446828A1088|13 16|ADH5
P09315651T0000|13 16|AP-2
P11084022A1178|13 16|ALK7
P07695629A0489|13 16|mck1
P09537651A0366|13 16|PEA3
P07800479A0201|13 16|NSR1
P01420363T0000|13 15|AP1
P09019302A0600|13 15|PLP
P08082440A0339a|13 15|FSH
P08868473A1287|13 15|p28
P09819288A0578|13 15|IgE
P08530503A1004|13 15|ARP
P08139539A0446|13 15|m1R
P09757012A0942|13 15|PDZ
P00947834X0000|13 15|IgE
P09426183A0000|13 15|Rel
P08605705A0676|13 15|IgM
P09131139T0000|13 15|PAF
P01542565A0220|13 15|L12
P08774732A0271|13 15|Sp1
P02775333A1137|13 15|v.)
P10835485A0941|13 15|SH3
P01314841A0724|13 14|MK
P10699354A0557|13 14|RT
P09474648A0298|13 13|P
P08986692A0306|13 13|S
P01961996A0522|13 13|R
P04213917T0001|13 13|D
P10025506A0079|14 43|tissue-specific plastin isoforms
P04990556T0000|14 41|horse anti-lymphocyte globulin
P08887674A0630|14 37|DMP1 recognition sequences
P06795900A0000|14 37|fatty acid cyclo-oxygenase
P02187871T0000|14 36|Saccharomyces cerevisiae
P10838139A1447|14 35|Ha-ras codon 12 mutations
P02967915A0968|14 35|calbindin-D28K promoter
P01333047A0404|14 34|epidermal growth factor
P10762254A0954|14 34|TMA methyltransferases
P08759870A1128|14 33|fbpA operator sequence
P09797456A0000|14 32|c-myc proto-oncogene
P08896590T0000|14 31|adenovirus late RNAs
P10516878T0000|14 31|dopamine D2 receptor
P02565807A1198|14 30|neu proto-oncogene
P00219565A0172|14 30|hepatitis B antigen
P09522979T0000|14 30|foetal fibronectin
P03989827T0000|14 30|lactase phenotypes
P09418057A0684|14 29|Pto-like sequence
P09430668A0172a|14 28|HMG-CoA synthase
P08816453A0000|14 28|cyclic AMP (cAMP)
P08599945T0000|14 27|alpha-amanitin
P09018122A1389|14 27|ORF-1 sequences
P08630599A0534|14 27|elastin peptide
P08530432A0093|14 27|mutant proteins
P09188699A1388|14 25|SP-A isoforms
P10487753A0788|14 25|XDRP1 protein
P01911767T0000|14 25|small subunit
P11157763T0000|14 25|EMAPII domain
P05529283T0000|14 24|exocrine IgA
P09307065A0553|14 23|MHC class II
P08639561T0000|14 23|human N-ras
P07706396T0000|14 22|VPS45 gene
P08129955A0572|14 22|troponin T
P10318859A0535|14 22|calpeptin
P00618078A0367|14 21|lysozyme
P10932196A0359|14 21|RP2 locus
P01850096A0662|14 21|myogenin
P09088371T0000|14 21|protein C
P10051488A1610|14 21|AP-1 site
P01276105A0313|14 20|insulin
P10490816A0000|14 20|RET gene
P11278610A0902|14 20|SOCS box
P07540866A1069|14 20|insulin
P07494244A0335|14 19|E1A243
P02307850A1197|14 19|RNKP-1
P03911052A0909|14 19|DIL-CP
P09756895A0322|14 19|chCTCF
P02982332T0001|14 18|VP-16
P07623844A0639|14 18|Bcl-2
P09435789A0961a|14 18|RAD24
P08034486A0579|14 18|HSV-2
P08361761A0174|14 18|v-Rel
P11094072A1234|14 18|c-Myb
P01582413A0759|14 18|Myf-5
P08063836A0904|14 18|c-Abl
P08420571A1880|14 18|PACE4
P03104914T0000|14 17|t(14
P02209540A1362|14 17|Ets1
P08846775A0110|14 17|Swi4
P09572428A0526|14 17|VEGF
P07518426A0000|14 17|IL-8
P08836740A1025|14 17|CES4
P10713161A0985|14 17|Ulp2
P00917572T0001|14 16|TSH
P09488486A0906|14 16|TBP
P01736093A0731|14 16|CAT
P10068637A1320|14 16|Csx
P08289831A0290|14 16|CAT
P03381039A0364|14 16|MAN
P11327698A0191|14 16|PKC
P03757294A0414|14 16|PLD
P09029159A0000|14 16|IFN
P09348226A0852|14 16|EGF
P07925097A1205|14 15|AR
P11282394A0841|14 15|VH
P11236056A0374|14 15|Lp
P10856491A0178|14 14|s
P04536964T0000|14 14|H
P07513703T0000|15 54|SH2-containing protein tyrosine phosphatase
P09851700A0000|15 50|human tissue-type plasminogen activator
P09705564T0000|15 49|human papillomavirus type 11 E5A protein
P10585440A0204|15 48|Drosophila melanogaster FAK homologue
P02883963A0000|15 47|human T-cell lymphotropic virus type I
P08029334T0000|15 46|plant omega-3 fatty acid desaturases
P06321770A1353|15 46|chloramphenicol acetyltransferase
P08649424A0000|15 42|phenylalanine hydroxylase gene
P09115365A0000|15 41|human heat shock protein 70 gene
P02148799A0000|15 41|major negative regulatory gene
P07848358A0254|15 39|aspartate aminotransferase
P00918556A0000|15 38|hepatitis B surface antigen
P07522163T0000|15 37|horse cytochrome c peptide
P08887678A0000|15 36|proapoptotic protein Bax
P06833422T0000|15 35|20 alpha-hydroxy-9 beta
P11025367A1009|15 35|plasma cholecystokinin
P11278671T0000|15 34|Bcl-2 homology 3 domain
P07190627T0000|15 34|plasminogen activator
P01904546A0671|15 33|chromosomal AAR1 gene
P10622574A0000|15 33|hepatitis C virus (HCV
P07975763A0000|15 33|hepatitis C virus (HCV
P02237431A0000|15 32|human T cell receptor
P03035056T0000|15 31|kappa antibody gene
P04976988T0000|15 31|human serum albumin
P09294161A0650|15 30|wild-type protein
P01886774A0000|15 30|POU-homeo domains
P00589073A0000|15 29|plasma prolactin
P07977648A0880|15 29|TP53 transcripts
P02052544A0641|15 29|DNA polymerase II
P05567721T0000|15 29|thromboplastins
P10568728A1445|15 28|creatine kinase
P07784061A0894|15 28|small G proteins
P11251104A0526|15 27|alpha-amylase
P05693605T0001|15 27|transaminases
P10229668A0190|15 26|cdc33 mutants
P07720572A0701|15 26|myoD promoter
P07823953A0777|15 26|I kappa B alpha
P07501458A0578|15 25|C/EBP family
P08707424A0709|15 25|ERV3 env mRNA
P10025050A1052|15 25|H2 -receptor
P03814493T0000|15 24|interferon
P11207216A0719|15 24|PGHS-2 mRNA
P03104982A0690|15 24|hemoglobin
P07790377A0561|15 24|human PTS1R
P11134033A0639|15 23|int6Delta
P07806492A1162|15 23|cucumisin
P01542667A0125|15 23|IFN-gamma
P08676266A0838|15 22|protease
P09136015A0529|15 22|Stellate
P09197408A0126|15 22|facB gene
P01172734T0035|15 22|HL-A W-27
P10403575A1401|15 22|StAR gene
P08848013A1469|15 21|TATA box
P07844201T0000|15 21|albumin
P11528500A0571|15 21|NRL gene
P10090125A0750|15 20|alpha1
P08195233A0147|15 20|kinase
P01537334A0507|15 19|TRP-2
P11323716A0413|15 19|RAD23
P09012405A0785|15 19|TTD-A
P07730336A0606|15 18|CREM
P09288848A0780|15 18|HbO2
P10831972A0744|15 18|CD23
P09346925A0660|15 18|Grb2
P08978690A0262|15 18|Rad3
P02289639A0989|15 18|HbA1
P09852752A0950|15 18|ANCA
P09949160A0600|15 18|Epo1
P08909546A0810|15 18|PEA2
P08622645A1026|15 17|VDR
P10881275T0000|15 17|IgM
P09525598A0325|15 17|Raf
P07575416A0000|15 17|PKC
P10799595A1454|15 17|CDP
P01285358A0396|15 17|AFP
